Country,Month,Total Passengers,Year
Atlantic Ocean,01 April 2011,50075,2011
Dominican Republic,01 April 2011,376205,2011
Spain,01 April 2011,257887,2011
Switzerland,01 April 2011,162516,2011
Argentina,01 April 2011,100630,2011
El Salvador,01 April 2011,115556,2011
Bahamas,01 April 2011,232728,2011
Mexico,01 April 2011,1602282,2011
Russia,01 April 2011,58086,2011
United Kingdom,01 March 2011,1155441,2011
Netherlands,01 March 2011,321622,2011
Ireland,01 March 2011,124450,2011
Spain,01 March 2011,190645,2011
China,01 March 2011,227249,2011
Chile,01 March 2011,59771,2011
Dominican Republic,01 March 2011,402639,2011
South Korea,01 March 2011,324148,2011
Honduras,01 March 2011,64591,2011
Haiti,01 March 2011,82210,2011
Philippines,01 March 2011,71227,2011
Hong Kong,01 March 2011,201066,2011
United Arab Emirates,01 March 2011,151029,2011
Ecuador,01 March 2011,87600,2011
Australia,01 March 2011,183408,2011
Israel,01 March 2011,117615,2011
Italy,01 March 2011,165498,2011
Russia,01 March 2011,51624,2011
New Zealand,01 March 2011,67405,2011
Taiwan,01 March 2011,138240,2011
Trinidad and Tobago,01 March 2011,76003,2011
Colombia,01 March 2011,169329,2011
Germany,01 March 2011,686702,2011
Jamaica,01 March 2011,265047,2011
Iceland,01 March 2011,27491,2011
Denmark,01 March 2011,41007,2011
Atlantic Ocean,01 March 2011,37998,2011
Belgium,01 March 2011,86686,2011
Antilles,01 March 2011,104008,2011
France,01 March 2011,446595,2011
Cayman Islands,01 March 2011,73625,2011
Argentina,01 March 2011,115046,2011
Switzerland,01 March 2011,144712,2011
Costa Rica,01 March 2011,235223,2011
Mexico,01 March 2011,1755917,2011
Turkey,01 March 2011,42997,2011
Canada,01 March 2011,2148171,2011
Guatemala,01 March 2011,89477,2011
Japan,01 March 2011,815152,2011
Venezuela,01 March 2011,80870,2011
Brazil,01 March 2011,330028,2011
Aruba,01 March 2011,109690,2011
El Salvador,01 March 2011,121386,2011
Bahamas,01 March 2011,237652,2011
Panama,01 March 2011,141564,2011
Peru,01 March 2011,115391,2011
Cayman Islands,01 February 2011,72224,2011
Colombia,01 February 2011,137571,2011
Canada,01 February 2011,1781568,2011
Atlantic Ocean,01 February 2011,27077,2011
Ireland,01 February 2011,78770,2011
Hong Kong,01 February 2011,159440,2011
Antilles,01 February 2011,88004,2011
United Arab Emirates,01 February 2011,129423,2011
Jamaica,01 February 2011,209304,2011
Israel,01 February 2011,92267,2011
New Zealand,01 February 2011,60807,2011
Belgium,01 February 2011,63714,2011
Dominican Republic,01 February 2011,322855,2011
Australia,01 February 2011,167168,2011
Philippines,01 February 2011,67969,2011
Argentina,01 February 2011,108996,2011
Turkey,01 February 2011,26434,2011
Bahamas,01 February 2011,167981,2011
Haiti,01 February 2011,59927,2011
South Korea,01 February 2011,291707,2011
Aruba,01 February 2011,96361,2011
Denmark,01 February 2011,30463,2011
Netherlands,01 February 2011,237610,2011
El Salvador,01 February 2011,93032,2011
Venezuela,01 February 2011,65052,2011
United Kingdom,01 February 2011,928904,2011
Chile,01 February 2011,59937,2011
Germany,01 February 2011,509720,2011
China,01 February 2011,171836,2011
Panama,01 February 2011,129031,2011
Peru,01 February 2011,104388,2011
Taiwan,01 February 2011,115979,2011
Trinidad and Tobago,01 February 2011,52841,2011
Iceland,01 February 2011,20171,2011
France,01 February 2011,321014,2011
Switzerland,01 February 2011,115272,2011
Italy,01 February 2011,92692,2011
Honduras,01 February 2011,51517,2011
Mexico,01 February 2011,1411746,2011
Japan,01 February 2011,817075,2011
Costa Rica,01 February 2011,200769,2011
Brazil,01 February 2011,277526,2011
Russia,01 February 2011,38811,2011
Spain,01 February 2011,121660,2011
Guatemala,01 February 2011,70021,2011
Ecuador,01 February 2011,70578,2011
Japan,01 January 2011,890205,2011
Argentina,01 January 2011,114753,2011
Chile,01 January 2011,72151,2011
Colombia,01 January 2011,220997,2011
Haiti,01 January 2011,71532,2011
Peru,01 January 2011,116776,2011
El Salvador,01 January 2011,123077,2011
Antilles,01 January 2011,98517,2011
Switzerland,01 January 2011,138531,2011
United Kingdom,01 January 2011,1046973,2011
Jamaica,01 January 2011,227317,2011
Turkey,01 January 2011,39276,2011
Canada,01 January 2011,1800999,2011
Ireland,01 January 2011,92147,2011
Taiwan,01 January 2011,147037,2011
Iceland,01 January 2011,22998,2011
Philippines,01 January 2011,81851,2011
Israel,01 January 2011,117170,2011
China,01 January 2011,223796,2011
Aruba,01 January 2011,105772,2011
United Arab Emirates,01 January 2011,171867,2011
Costa Rica,01 January 2011,230620,2011
Russia,01 January 2011,56119,2011
Dominican Republic,01 January 2011,378128,2011
Trinidad and Tobago,01 January 2011,67871,2011
Netherlands,01 January 2011,295977,2011
Germany,01 January 2011,635384,2011
Spain,01 January 2011,151126,2011
South Korea,01 January 2011,352772,2011
Honduras,01 January 2011,69244,2011
Brazil,01 January 2011,371834,2011
Bahamas,01 January 2011,160584,2011
New Zealand,01 January 2011,63080,2011
Belgium,01 January 2011,80597,2011
Venezuela,01 January 2011,99545,2011
France,01 January 2011,392922,2011
Guatemala,01 January 2011,94509,2011
Australia,01 January 2011,217474,2011
Panama,01 January 2011,154869,2011
Denmark,01 January 2011,38293,2011
Hong Kong,01 January 2011,201828,2011
Ecuador,01 January 2011,82567,2011
Italy,01 January 2011,130292,2011
Mexico,01 January 2011,1557807,2011
Cayman Islands,01 January 2011,58520,2011
Atlantic Ocean,01 January 2011,28779,2011
Dominican Republic,01 December 2010,343038,2010
Chile,01 December 2010,64929,2010
Philippines,01 December 2010,73378,2010
Canada,01 December 2010,1834470,2010
Israel,01 December 2010,108993,2010
Guatemala,01 December 2010,100561,2010
Costa Rica,01 December 2010,194063,2010
United Arab Emirates,01 December 2010,177474,2010
Cayman Islands,01 December 2010,59306,2010
Colombia,01 December 2010,232362,2010
Spain,01 December 2010,185302,2010
Mexico,01 December 2010,1570033,2010
France,01 December 2010,437120,2010
Taiwan,01 December 2010,144291,2010
New Zealand,01 December 2010,72992,2010
Netherlands,01 December 2010,323599,2010
Antilles,01 December 2010,88039,2010
Belgium,01 December 2010,91990,2010
Argentina,01 December 2010,105715,2010
Iceland,01 December 2010,28873,2010
Hong Kong,01 December 2010,190353,2010
Bahamas,01 December 2010,201074,2010
Denmark,01 December 2010,43133,2010
Trinidad and Tobago,01 December 2010,82588,2010
Panama,01 December 2010,146665,2010
Honduras,01 December 2010,69043,2010
Australia,01 December 2010,214245,2010
Italy,01 December 2010,165990,2010
China,01 December 2010,218003,2010
Jamaica,01 December 2010,243941,2010
Brazil,01 December 2010,335401,2010
Russia,01 December 2010,54116,2010
United Kingdom,01 December 2010,1108824,2010
Japan,01 December 2010,867179,2010
Haiti,01 December 2010,60160,2010
El Salvador,01 December 2010,125162,2010
South Korea,01 December 2010,313211,2010
Ireland,01 December 2010,119084,2010
Aruba,01 December 2010,96163,2010
Germany,01 December 2010,699417,2010
Switzerland,01 December 2010,155377,2010
Peru,01 December 2010,108929,2010
Ecuador,01 December 2010,83754,2010
Venezuela,01 December 2010,117841,2010
Atlantic Ocean,01 December 2010,39047,2010
Turkey,01 December 2010,41333,2010
Costa Rica,01 November 2010,144377,2010
Guatemala,01 November 2010,89468,2010
Italy,01 November 2010,161432,2010
Trinidad and Tobago,01 November 2010,66735,2010
Ireland,01 November 2010,129800,2010
Hong Kong,01 November 2010,191724,2010
Russia,01 November 2010,47093,2010
Venezuela,01 November 2010,99271,2010
Aruba,01 November 2010,89030,2010
Jamaica,01 November 2010,200091,2010
Ecuador,01 November 2010,80545,2010
Switzerland,01 November 2010,134918,2010
Taiwan,01 November 2010,132539,2010
United Arab Emirates,01 November 2010,140314,2010
Mexico,01 November 2010,1297793,2010
Panama,01 November 2010,126805,2010
Spain,01 November 2010,182253,2010
Japan,01 November 2010,842565,2010
Colombia,01 November 2010,182086,2010
South Korea,01 November 2010,310802,2010
Belgium,01 November 2010,84490,2010
El Salvador,01 November 2010,107139,2010
Germany,01 November 2010,664360,2010
Turkey,01 November 2010,38501,2010
Argentina,01 November 2010,102965,2010
Chile,01 November 2010,50880,2010
Brazil,01 November 2010,287036,2010
Haiti,01 November 2010,58237,2010
Antilles,01 November 2010,75567,2010
Cayman Islands,01 November 2010,50798,2010
Philippines,01 November 2010,68490,2010
Netherlands,01 November 2010,316582,2010
Honduras,01 November 2010,48310,2010
United Kingdom,01 November 2010,1157447,2010
Israel,01 November 2010,117162,2010
Canada,01 November 2010,1586966,2010
Bahamas,01 November 2010,179867,2010
China,01 November 2010,204122,2010
Dominican Republic,01 November 2010,289573,2010
Iceland,01 November 2010,29570,2010
Atlantic Ocean,01 November 2010,44450,2010
Peru,01 November 2010,90770,2010
Denmark,01 November 2010,43585,2010
Australia,01 November 2010,177097,2010
New Zealand,01 November 2010,48728,2010
France,01 November 2010,402674,2010
Haiti,01 October 2010,70213,2010
Trinidad and Tobago,01 October 2010,64723,2010
Colombia,01 October 2010,190524,2010
Philippines,01 October 2010,68657,2010
Panama,01 October 2010,108822,2010
Hong Kong,01 October 2010,201157,2010
Dominican Republic,01 October 2010,277154,2010
Switzerland,01 October 2010,172241,2010
France,01 October 2010,546158,2010
Bahamas,01 October 2010,154326,2010
Japan,01 October 2010,882097,2010
Denmark,01 October 2010,67328,2010
Israel,01 October 2010,140770,2010
Costa Rica,01 October 2010,111040,2010
Brazil,01 October 2010,303943,2010
Ireland,01 October 2010,159088,2010
Russia,01 October 2010,57498,2010
Australia,01 October 2010,193613,2010
United Arab Emirates,01 October 2010,122545,2010
Germany,01 October 2010,879295,2010
Peru,01 October 2010,101711,2010
Argentina,01 October 2010,108837,2010
Canada,01 October 2010,1820974,2010
China,01 October 2010,251174,2010
Netherlands,01 October 2010,400869,2010
Atlantic Ocean,01 October 2010,51497,2010
Honduras,01 October 2010,42414,2010
Cayman Islands,01 October 2010,37455,2010
South Korea,01 October 2010,327181,2010
Aruba,01 October 2010,91854,2010
United Kingdom,01 October 2010,1483820,2010
Belgium,01 October 2010,101785,2010
Italy,01 October 2010,254821,2010
Taiwan,01 October 2010,139115,2010
Iceland,01 October 2010,34857,2010
Jamaica,01 October 2010,187865,2010
New Zealand,01 October 2010,53599,2010
Mexico,01 October 2010,1162765,2010
Turkey,01 October 2010,44869,2010
Spain,01 October 2010,246715,2010
Antilles,01 October 2010,60766,2010
Venezuela,01 October 2010,94473,2010
El Salvador,01 October 2010,90982,2010
Ecuador,01 October 2010,78922,2010
Guatemala,01 October 2010,72871,2010
Chile,01 October 2010,56134,2010
Atlantic Ocean,01 September 2010,43824,2010
Hong Kong,01 September 2010,188461,2010
United Kingdom,01 September 2010,1477481,2010
Argentina,01 September 2010,101412,2010
Germany,01 September 2010,913678,2010
Belgium,01 September 2010,103398,2010
Chile,01 September 2010,51239,2010
Turkey,01 September 2010,49977,2010
Jamaica,01 September 2010,166599,2010
Aruba,01 September 2010,72437,2010
Dominican Republic,01 September 2010,283931,2010
El Salvador,01 September 2010,94453,2010
Guatemala,01 September 2010,59929,2010
Haiti,01 September 2010,71315,2010
New Zealand,01 September 2010,70234,2010
Brazil,01 September 2010,282908,2010
South Korea,01 September 2010,314094,2010
Switzerland,01 September 2010,176173,2010
Cayman Islands,01 September 2010,28470,2010
Israel,01 September 2010,110626,2010
Venezuela,01 September 2010,100237,2010
Bahamas,01 September 2010,120342,2010
Philippines,01 September 2010,63384,2010
Italy,01 September 2010,282314,2010
Australia,01 September 2010,194562,2010
Ecuador,01 September 2010,73404,2010
Canada,01 September 2010,1724124,2010
Denmark,01 September 2010,64483,2010
China,01 September 2010,244841,2010
Panama,01 September 2010,108418,2010
Spain,01 September 2010,243657,2010
Netherlands,01 September 2010,406846,2010
France,01 September 2010,576385,2010
Peru,01 September 2010,99363,2010
Trinidad and Tobago,01 September 2010,72608,2010
Ireland,01 September 2010,170678,2010
Antilles,01 September 2010,16510,2010
Japan,01 September 2010,939149,2010
Costa Rica,01 September 2010,111372,2010
Russia,01 September 2010,66778,2010
Mexico,01 September 2010,978472,2010
Colombia,01 September 2010,175058,2010
Taiwan,01 September 2010,134916,2010
United Arab Emirates,01 September 2010,122630,2010
Iceland,01 September 2010,36514,2010
Honduras,01 September 2010,45048,2010
China,01 August 2010,261403,2010
Ireland,01 August 2010,196176,2010
Trinidad and Tobago,01 August 2010,107062,2010
Italy,01 August 2010,329514,2010
Brazil,01 August 2010,295218,2010
Australia,01 August 2010,186899,2010
Japan,01 August 2010,937482,2010
Aruba,01 August 2010,97069,2010
Jamaica,01 August 2010,308075,2010
Dominican Republic,01 August 2010,466111,2010
Bahamas,01 August 2010,266632,2010
Mexico,01 August 2010,1545029,2010
Belgium,01 August 2010,110196,2010
Colombia,01 August 2010,227980,2010
Haiti,01 August 2010,100560,2010
Switzerland,01 August 2010,191806,2010
United Kingdom,01 August 2010,1553451,2010
France,01 August 2010,633225,2010
Panama,01 August 2010,140254,2010
Russia,01 August 2010,68798,2010
Israel,01 August 2010,162796,2010
Philippines,01 August 2010,73287,2010
Cayman Islands,01 August 2010,58093,2010
New Zealand,01 August 2010,46682,2010
United Arab Emirates,01 August 2010,144132,2010
Honduras,01 August 2010,71219,2010
Costa Rica,01 August 2010,183367,2010
Guatemala,01 August 2010,97286,2010
El Salvador,01 August 2010,135605,2010
Canada,01 August 2010,2073841,2010
Iceland,01 August 2010,4219,2010
Venezuela,01 August 2010,112127,2010
Ecuador,01 August 2010,97011,2010
Chile,01 August 2010,46307,2010
Spain,01 August 2010,291985,2010
Hong Kong,01 August 2010,202620,2010
Taiwan,01 August 2010,173725,2010
Turkey,01 August 2010,49294,2010
Antilles,01 August 2010,57066,2010
Netherlands,01 August 2010,450516,2010
Argentina,01 August 2010,99840,2010
Germany,01 August 2010,974859,2010
Peru,01 August 2010,123698,2010
Denmark,01 August 2010,74709,2010
Atlantic Ocean,01 August 2010,77183,2010
South Korea,01 August 2010,383106,2010
Bahamas,01 July 2010,286197,2010
Costa Rica,01 July 2010,219110,2010
Canada,01 July 2010,2011768,2010
France,01 July 2010,650818,2010
Chile,01 July 2010,54296,2010
New Zealand,01 July 2010,59638,2010
United Kingdom,01 July 2010,1571310,2010
Mexico,01 July 2010,1801482,2010
Taiwan,01 July 2010,161993,2010
Venezuela,01 July 2010,93389,2010
Italy,01 July 2010,348140,2010
Denmark,01 July 2010,76088,2010
Ireland,01 July 2010,197247,2010
Atlantic Ocean,01 July 2010,76968,2010
Cayman Islands,01 July 2010,68678,2010
Peru,01 July 2010,127230,2010
Belgium,01 July 2010,110602,2010
Panama,01 July 2010,153685,2010
Guatemala,01 July 2010,108595,2010
Ecuador,01 July 2010,95145,2010
Hong Kong,01 July 2010,206814,2010
Russia,01 July 2010,73204,2010
Trinidad and Tobago,01 July 2010,104654,2010
Switzerland,01 July 2010,190106,2010
South Korea,01 July 2010,368137,2010
Antilles,01 July 2010,56414,2010
China,01 July 2010,256375,2010
Australia,01 July 2010,200169,2010
United Arab Emirates,01 July 2010,146926,2010
El Salvador,01 July 2010,144982,2010
Iceland,01 July 2010,52583,2010
Turkey,01 July 2010,50709,2010
Philippines,01 July 2010,80844,2010
Haiti,01 July 2010,94537,2010
Jamaica,01 July 2010,327392,2010
Japan,01 July 2010,971653,2010
Israel,01 July 2010,149302,2010
Brazil,01 July 2010,319502,2010
Dominican Republic,01 July 2010,522532,2010
Netherlands,01 July 2010,453328,2010
Honduras,01 July 2010,87839,2010
Argentina,01 July 2010,103895,2010
Colombia,01 July 2010,248948,2010
Aruba,01 July 2010,103687,2010
Spain,01 July 2010,310599,2010
Germany,01 July 2010,1004715,2010
Australia,01 June 2010,189076,2010
South Korea,01 June 2010,343867,2010
China,01 June 2010,248005,2010
Colombia,01 June 2010,215226,2010
Venezuela,01 June 2010,75101,2010
Canada,01 June 2010,1783400,2010
Guatemala,01 June 2010,90107,2010
Haiti,01 June 2010,81944,2010
Honduras,01 June 2010,74643,2010
El Salvador,01 June 2010,123432,2010
Mexico,01 June 2010,1530024,2010
Antilles,01 June 2010,23312,2010
Cayman Islands,01 June 2010,58095,2010
Spain,01 June 2010,288075,2010
Belgium,01 June 2010,107122,2010
Taiwan,01 June 2010,171682,2010
Jamaica,01 June 2010,272803,2010
Italy,01 June 2010,323930,2010
Brazil,01 June 2010,268670,2010
Dominican Republic,01 June 2010,436691,2010
Japan,01 June 2010,925531,2010
Germany,01 June 2010,945830,2010
Ireland,01 June 2010,185542,2010
United Kingdom,01 June 2010,1482176,2010
Aruba,01 June 2010,86542,2010
Atlantic Ocean,01 June 2010,70580,2010
Bahamas,01 June 2010,248838,2010
Hong Kong,01 June 2010,202139,2010
Argentina,01 June 2010,78597,2010
Panama,01 June 2010,118275,2010
